2023-06-26T15:40:35	tedana.tedana_workflow	INFO    	Using output directory: /Users/handwerkerd/code/meica/ohbm-2023-multiecho/tedana/tedana_results_kundu_five-echo
2023-06-26T15:40:35	tedana.tedana_workflow	INFO    	Loading input data: ['five-echo/p06.SBJ01_S09_Task11_e1.sm.nii.gz', 'five-echo/p06.SBJ01_S09_Task11_e2.sm.nii.gz', 'five-echo/p06.SBJ01_S09_Task11_e3.sm.nii.gz', 'five-echo/p06.SBJ01_S09_Task11_e4.sm.nii.gz', 'five-echo/p06.SBJ01_S09_Task11_e5.sm.nii.gz']
2023-06-26T15:40:37	io.__init__    	INFO    	Generating figures directory: /Users/handwerkerd/code/meica/ohbm-2023-multiecho/tedana/tedana_results_kundu_five-echo/figures
2023-06-26T15:40:37	tedana.tedana_workflow	INFO    	Computing EPI mask from first echo
2023-06-26T15:40:37	utils.make_adaptive_mask	WARNING 	3 voxels in user-defined mask do not have good signal. Removing voxels from mask.
2023-06-26T15:40:37	tedana.tedana_workflow	INFO    	Computing T2* map
2023-06-26T15:40:37	combine.make_optcom 	INFO    	Optimally combining data with voxel-wise T2* estimates
2023-06-26T15:40:38	tedana.tedana_workflow	INFO    	Writing optimally combined data set: /Users/handwerkerd/code/meica/ohbm-2023-multiecho/tedana/tedana_results_kundu_five-echo/desc-optcom_bold.nii.gz
2023-06-26T15:40:38	pca.tedpca      	INFO    	Computing PCA of optimally combined multi-echo data with selection criteria: mdl
2023-06-26T15:40:39	pca.tedpca      	INFO    	Optimal number of components based on different criteria:
2023-06-26T15:40:39	pca.tedpca      	INFO    	AIC: 134 | KIC: 130 | MDL: 33 | 90% varexp: 60 | 95% varexp: 94
2023-06-26T15:40:39	pca.tedpca      	INFO    	Explained variance based on different criteria:
2023-06-26T15:40:39	pca.tedpca      	INFO    	AIC: 0.988% | KIC: 0.986% | MDL: 0.839% | 90% varexp: 0.901% | 95% varexp: 0.951%
2023-06-26T15:40:39	pca.tedpca      	INFO    	Plotting maPCA optimization curves
2023-06-26T15:40:39	collect.generate_metrics	INFO    	Calculating weight maps
2023-06-26T15:40:39	collect.generate_metrics	INFO    	Calculating parameter estimate maps for optimally combined data
2023-06-26T15:40:39	collect.generate_metrics	INFO    	Calculating z-statistic maps
2023-06-26T15:40:39	collect.generate_metrics	INFO    	Calculating F-statistic maps
2023-06-26T15:40:40	collect.generate_metrics	INFO    	Thresholding z-statistic maps
2023-06-26T15:40:40	collect.generate_metrics	INFO    	Calculating T2* F-statistic maps
2023-06-26T15:40:40	collect.generate_metrics	INFO    	Calculating S0 F-statistic maps
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Counting significant voxels in T2* F-statistic maps
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Counting significant voxels in S0 F-statistic maps
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Thresholding optimal combination beta maps to match T2* F-statistic maps
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Thresholding optimal combination beta maps to match S0 F-statistic maps
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Calculating kappa and rho
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Calculating variance explained
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Calculating normalized variance explained
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Calculating DSI between thresholded T2* F-statistic and optimal combination beta maps
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Calculating DSI between thresholded S0 F-statistic and optimal combination beta maps
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Calculating signal-noise t-statistics
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Counting significant noise voxels from z-statistic maps
2023-06-26T15:40:41	collect.generate_metrics	INFO    	Calculating decision table score
2023-06-26T15:40:42	pca.tedpca      	INFO    	Selected 33 components with 83.9% normalized variance explained using mdl dimensionality estimate
2023-06-26T15:40:44	ica.tedica      	INFO    	ICA with random seed 42 converged in 62 iterations
2023-06-26T15:40:44	tedana.tedana_workflow	INFO    	Making second component selection guess from ICA results
2023-06-26T15:40:44	collect.generate_metrics	INFO    	Calculating weight maps
2023-06-26T15:40:44	collect.generate_metrics	INFO    	Calculating parameter estimate maps for optimally combined data
2023-06-26T15:40:44	collect.generate_metrics	INFO    	Calculating z-statistic maps
2023-06-26T15:40:44	collect.generate_metrics	INFO    	Calculating F-statistic maps
2023-06-26T15:40:45	collect.generate_metrics	INFO    	Thresholding z-statistic maps
2023-06-26T15:40:45	collect.generate_metrics	INFO    	Calculating T2* F-statistic maps
2023-06-26T15:40:45	collect.generate_metrics	INFO    	Calculating S0 F-statistic maps
2023-06-26T15:40:45	collect.generate_metrics	INFO    	Counting significant voxels in T2* F-statistic maps
2023-06-26T15:40:45	collect.generate_metrics	INFO    	Counting significant voxels in S0 F-statistic maps
2023-06-26T15:40:45	collect.generate_metrics	INFO    	Thresholding optimal combination beta maps to match T2* F-statistic maps
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Thresholding optimal combination beta maps to match S0 F-statistic maps
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Calculating kappa and rho
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Calculating variance explained
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Calculating normalized variance explained
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Calculating DSI between thresholded T2* F-statistic and optimal combination beta maps
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Calculating DSI between thresholded S0 F-statistic and optimal combination beta maps
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Calculating signal-noise t-statistics
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Counting significant noise voxels from z-statistic maps
2023-06-26T15:40:46	collect.generate_metrics	INFO    	Calculating decision table score
2023-06-26T15:40:46	tedica.automatic_selection	INFO    	Performing ICA component selection with Kundu decision tree v2.5
2023-06-26T15:40:46	component_selector.__init__    	INFO    	Performing component selection with kundu_MEICA27_decision_tree
2023-06-26T15:40:46	component_selector.__init__    	INFO    	Following the full decision tree designed by Prantik Kundu
2023-06-26T15:40:46	selection_nodes.manual_classify	INFO    	Step 0: manual_classify: Set all to unclassified 
